,T1,T2,T3
Lhfpl4,0,0,0.348288737
Lhfpl5,0,13.98844774,0
Lhpp,461.3490383,1246.569976,496.4171975
Lhx2,3.203039707,0,0.836081
Lhx4,9.565153668,0,0
Lhx8,1.909430798,21.55131497,0
Lhx9,110.7407435,15.43980684,20.03970148
Lias,569.83519,497.9733016,168.6243974
Lif,18.25226413,6.318381258,0
Lifr,17.28738461,36.72321366,49.98941398
Lig1,1134.530487,1107.329911,790.8429359
Lig3,99.78479542,14.06058091,12.79259757
Lig4,85.27561427,151.057602,112.1635305
Lilra5,377.5697852,80.73301832,0
Lilrb3a,623.2589719,35.0745468,29.31290282
Lilrb3l,76.98269032,2.258882331,0.409408978
Lilrb4,675.7088653,138.3999915,297.9250048
Lilrc2,0,0,2.019066315
Lima1,603.0822774,547.9872642,263.071221
Limch1,549.4309481,527.9448091,397.4587899
Limd1,251.1442837,215.3076808,113.0430588
Limd2,374.3754733,63.61411087,57.66549072
Lime1,63.98886845,34.80453315,19.35604854
Limk1,4.899551666,0.59314089,0.647545297
Limk2,15.23156907,0.52739555,27.40855693
Lims1,1212.287692,1456.352685,1014.118272
Lims2,128.7914491,28.44131391,44.89111151
Lin28a,0.618096716,10.74029488,1.230965447
Lin28b,6.585588505,0,0
Lin37,531.041077,973.2043143,264.2609637
Lin52,823.1205348,1142.957953,497.0590834
Lin54,500.9676597,148.2638614,145.6145458
Lin7a,12.91713415,109.3462583,10.39559797
Lin7b,1.406455474,2.13355761,37.50828726
Lin7c,1456.664439,1113.491298,477.0355917
Lin9,30.25716214,54.99891345,26.21754665
Lingo1,4.050998952,1.890508206,12.34597645
Lingo2,0.848729832,50.21238467,0.357127225
Lingo4,0,8.29E-07,0
Lins1,276.320859,60.90249923,73.69365535
Lipa,644.0953975,493.7899614,352.0574895
Lipc,0,0,0.448273573
Lipe,0.085410967,0,1.162578022
Lipg,0,26.28834689,5.375066496
Lipt1,70.03457906,98.31239446,2.682290646
Lipt2,59.07918415,59.87141812,219.6204827
Litaf,5081.468609,3686.823937,3163.597325
Lix1,1294.245686,942.6445334,714.9224765
Lix1l,1165.073492,1118.972767,774.3510395
Llgl1,60.7030183,168.9388928,49.36627391
Llgl2,0.127397908,0,0
Lman1,1235.644464,1680.31943,1072.327827
Lman1l,1.767917206,4.504522035,0
Lman2,1638.665459,1795.717859,1112.463117
Lman2l,343.6417465,265.4711131,552.6581223
Lmbr1,65.58945907,160.7347087,92.66231368
Lmbr1l,33.03280117,5.751145438,9.927008496
Lmbrd1,674.4205149,191.7884199,319.196332
Lmbrd2,555.9208133,389.6013866,347.5233921
Lmcd1,104.4397368,167.7985322,205.8143688
Lmf1,693.2701312,446.0663807,148.0152311
Lmf2,711.6733339,241.3663039,135.7037684
Lmln,102.5902439,224.8401172,184.523447
Lmna,1573.176311,1529.734578,1626.604851
Lmnb1,133.4730416,70.8091854,31.03301462
Lmnb2,14.58717753,17.42996238,43.78553285
Lmntd1,0,0,0.132059295
Lmntd2,0.566138308,2.74E-05,10.60416064
Lmo1,10.17373094,69.71646752,0
Lmo2,974.0261828,490.5866145,309.7100471
Lmo3,0,5.281604476,23.63226298
Lmo4,1122.349228,965.1452057,434.6851792
Lmo7,4.861501605,2.00181603,12.04437687
Lmod1,2.792046329,0.441109873,0.145292027
Lmod3,66.00896836,28.31175911,0
Lmtk2,68.93383693,58.76183758,32.55582928
Lmx1a,9.321224143,11.03710358,8.041144913
Lnpep,56.51413121,73.4534534,63.17757058
Lnpk,368.6410628,330.59155,235.7876615
Lnx1,11.59749064,53.18862698,58.54300515
Lnx2,51.06872918,95.42032859,66.91866919
Lonp1,521.49626,363.8854744,345.9744419
Lonp2,574.0537174,730.8162111,742.1085233
Lonrf1,12.09354578,96.64715357,72.63256708
Lonrf2,42.55441749,27.11813359,31.8873103
Lonrf3,27.53751577,31.68606986,2.311133561
Lox,163.7543925,216.2204716,229.43182
Loxhd1,0.077483487,0,0.355588707
Loxl1,578.9282581,212.6438168,51.59140905
Loxl2,981.4523835,1101.264793,496.2841226
Loxl3,266.8306731,433.8877114,480.0996389
Loxl4,8.795934522,0,7.526694563
Lpar1,1696.148571,1767.963987,1690.749232
Lpar2,1.281956923,6.502580347,2.889661108
Lpar3,0,8.542396977,0
Lpar4,1753.219237,2685.380395,2897.894403
Lpar6,1167.121312,580.1796704,742.5846722
Lpcat1,80.60437136,132.7020376,25.01057701
Lpcat2,179.3652677,394.8780179,85.78983775
Lpcat3,1001.882503,670.4008553,755.8410293
Lpcat4,44.48252286,76.39841679,94.75357888
Lpgat1,158.3835645,162.8112581,55.96988045
Lpin1,44.39623932,54.89100711,50.82883103
Lpin2,4600.333416,4758.464331,3773.211623
Lpin3,87.75543923,51.35111541,9.953819861
Lpl,1760.877598,654.9699499,424.7329503
Lpo,0.196311757,0,0
Lpp,364.2204149,578.042523,190.5470125
Lpxn,930.2825848,429.290729,200.1834099
Lrat,0.520937229,34.46383202,0
Lrba,140.148864,28.98370799,49.20447949
Lrch1,18.86985719,3.593616566,3.831610526
Lrch2,68.98105094,143.439874,77.3532174
Lrch3,27.8882132,100.5402869,42.53259085
Lrch4,38.63224766,76.85359789,17.31652083
Lrcol1,25.59296952,4.759003427,19.01749993
Lrfn1,0,0,0.155723952
Lrfn2,0,5.159913474,0
Lrfn3,6.000078066,0,0
Lrfn4,60.50855663,16.49979181,3.321615895
Lrfn5,0,5.024674201,0.721753599
Lrg1,16.05404101,0,0
Lrif1,325.4827717,56.38174034,237.4079393
Lrig1,231.4248963,136.6132947,151.9842038
Lrig2,278.0720063,136.16188,121.7230921
Lrig3,167.4895555,170.5881125,210.1025193
Lrit1,0,0,0.080902127
Lrmp,16.83895437,1.096443252,0
Lrp1,346.0381441,184.0275818,277.0481982
Lrp10,120.1778924,95.62380438,53.44368261
Lrp11,314.3205702,129.5702334,134.6266597
Lrp12,117.3572126,63.66772419,235.2973619
Lrp2,1.031098826,1.383357718,0
Lrp2bp,3.079942987,6.089792909,6.662176794
Lrp3,156.513829,8.91611178,4.118116729
Lrp4,15.8118218,40.82761775,25.52054705
Lrp5,17.54105393,13.24625182,41.44452195
Lrp6,243.706901,223.5290092,172.6315064
Lrp8,131.3503042,169.3251353,87.04271376
Lrpap1,1424.040371,1533.782544,1121.736077
Lrpprc,206.5368661,243.0542578,189.8950111
Lrr1,459.2912233,182.2758806,75.72170934
Lrrc1,37.85013166,34.88009309,36.29854058
Lrrc10,0,18.71144907,0
Lrrc14,48.12220442,0.990102451,121.8938238
Lrrc14b,38.84129761,75.30283614,16.87252347
Lrrc15,68.45251108,150.3163052,68.29991598
Lrrc17,1827.345192,2538.21361,2070.680194
Lrrc18,0,34.33025948,4.575468953
Lrrc2,12.5610787,24.38034234,5.118796234
Lrrc20,0.51647907,0.11738918,0
Lrrc23,37.52282508,182.0448338,72.60694915
Lrrc24,10.75194011,0,0
Lrrc25,41.12211208,10.79795828,0.119015906
Lrrc27,48.75859083,62.63647387,0.981895156
Lrrc28,127.7184964,185.1301188,69.70080696
Lrrc29,36.9015797,0.363507878,0.623926131
Lrrc3,2.044777172,0,3.772422244
Lrrc32,105.6530208,8.403387545,49.04492605
Lrrc34,13.96178877,0.885413038,2.329180618
Lrrc38,2.452086336,0,0
Lrrc39,12.5443562,9.492108834,10.26767185
Lrrc3c,1.402533705,0,0
Lrrc4,0.639579988,9.684202407,4.403659821
Lrrc40,895.8770023,721.0648661,458.9090602
Lrrc41,1598.097567,1350.605414,1088.55646
Lrrc42,1334.033269,1107.439902,865.6752767
Lrrc43,15.26773127,0,2.584892685
Lrrc45,29.19993637,43.71532374,31.44409777
Lrrc46,53.92625781,0,0
Lrrc47,317.6956918,70.04047934,167.3715993
Lrrc49,187.4753534,287.7202978,213.630938
Lrrc4b,3.380665979,2.838654935,2.615015512
Lrrc4c,47.43991139,192.0709293,140.0210577
Lrrc51,162.5674755,34.67960904,100.8493498
Lrrc55,0.359277562,0.406679539,0
Lrrc56,56.9831944,19.36300234,0.104515145
Lrrc57,561.800041,727.2682374,692.2237556
Lrrc58,13.87070584,65.64272361,138.6928816
Lrrc59,2062.719337,1906.371728,1589.844732
Lrrc61,29.39167161,0.152311778,2.624592522
Lrrc71,13.80916504,41.32582412,12.48625948
Lrrc73,14.58285871,4.194444168,17.72741669
Lrrc74b,0.666684434,2.454016582,0
Lrrc75a,86.06556289,41.49125452,2.714673301
Lrrc75b,0,61.60873204,0.073948058
Lrrc8a,9.741556486,24.6104249,15.53208225
Lrrc8b,57.62451996,392.6079938,64.8966496
Lrrc8c,139.6882974,233.4330362,164.8781071
Lrrc8d,407.4859359,102.628771,83.98710579
Lrrc8e,0,3.138980402,1.991186921
Lrrc9,0,5.236093831,0
Lrrcc1,429.4466746,657.2968278,341.4690825
Lrrfip1,337.9489331,336.5381611,263.179473
Lrrfip2,270.7678803,382.3798244,273.1767058
Lrriq3,0,0,1.268073492
Lrrk1,42.4015222,29.47481446,11.215986
Lrrk2,26.64093061,34.13232342,17.88578817
Lrrn1,70.19102761,142.9484544,62.19645165
Lrrn2,1.753485061,0.933562089,20.84529326
Lrrn3,255.8779089,280.5926884,189.9117848
Lrrn4,0,0,0.187966443
Lrrn4cl,425.8773499,720.3703241,864.6197016
Lrrtm2,100.4436141,110.9158895,58.51533969
Lrrtm3,12.94742294,2.582778862,0
Lrrtm4,19.66349674,98.92038125,215.7742136
Lrsam1,0,0.187964686,1.429808894
Lrtm2,3.968135623,14.43830807,26.37558699
Lrtomt,54.38497136,22.99865384,4.59435822
Lrwd1,427.2284322,450.2140925,150.5539633
Lsamp,400.5667574,986.9938092,621.115668
Lsg1,257.4622341,302.3254277,357.5391843
Lsm1,1366.43268,735.7038026,385.7188462
Lsm10,285.5017565,418.2776834,262.4657587
Lsm11,0,3.382535757,9.713272487
Lsm12,3302.883248,2550.459079,1930.122055
Lsm14a,2704.406251,2545.888548,1635.679204
Lsm14b,35.05307819,70.65157442,4.041667042
Lsm2,782.7152562,910.3979834,689.8267175
Lsm3,14174.73702,11998.42358,10039.16814
Lsm4,1535.492193,1107.872319,594.9734058
Lsm5,2869.149396,2300.796688,970.9209741
Lsm6,8816.125429,6421.245579,5315.586548
Lsm7,18229.85149,14759.08235,9348.877443
Lsm8,7136.148582,4787.206977,4090.533317
Lsmem1,9.272370748,0,10.96416244
Lsmem2,0,3.624204165,0
Lsp1,1491.99727,1064.86503,945.624413
Lsr,194.5450303,123.4080041,73.04525063
Lss,7.844277549,24.03721057,8.226504809
Lst1,281.2201546,18.9537943,9.762824333
Lta4h,5496.655164,4062.49131,1392.502542
Ltb,0.70158919,2.013867186,0
Ltb4r,0.737912145,0,51.34638874
Ltbp1,678.4401439,1115.205283,1131.487318
Ltbp2,1.679453689,5.958089897,9.672388638
Ltbp3,106.0553337,239.5205665,78.45432847
Ltbp4,317.9199114,159.5198142,121.9475461
Ltbr,298.1525385,156.0208941,90.39562297
Ltc4s,941.7902206,219.9341933,0
Ltn1,300.7308388,521.4968258,355.6610247
Ltv1,2913.821962,1837.051192,1388.529927
Luc7l,1769.479756,1889.981208,877.2754144
Luc7l2,3589.830838,6067.712446,4571.103673
Luc7l3,1759.291325,1622.694011,1115.710431
Lum,21748.1347,39870.68259,41431.97255
Lurap1,0,0.277483884,22.67686772
Lurap1l,138.6352511,117.9990511,195.5636231
Luzp1,318.9041903,358.0324289,282.5676042
Luzp2,419.1637003,176.3456362,253.6542235
Lvrn,2.878762594,52.73586159,23.13459125
Lxn,1634.008262,891.1455694,1420.922585
Ly49i2,0.400887183,0,0
Ly49s4,1.944646138,0,0
Ly49s6,0.597339543,0,0
Ly49si1,7.52837239,0,0
Ly49si2,19.05914552,0,0
Ly49si3,18.71489693,0,0
Ly6d,0.80962462,183.6253703,0
Ly6e,866.9603227,1102.969961,775.4875521
Ly6g5b,0,9.124648738,75.57825009
Ly6g5c,2.871734132,0,0
Ly6g6c,1219.121858,357.131518,79.28206934
Ly6g6d,1.789993108,0,0
Ly6g6e,114.7862829,0,11.81708682
Ly6h,1.5985013,6.436675757,0.380293523
Ly6i,0.000372702,0.000129391,0
Ly75,0,10.13981315,1.056289933
Ly86,461.2320778,92.46776267,10.2366687
Ly9,0,0,0.174423056
Lyar,723.3597099,632.0406423,333.2090565
Lyc2,917.000711,192.3229493,4.396212311
Lyg2,0,0,38.18497629
Lyl1,86.03405862,0,43.61978926
Lyn,590.7181967,242.3172491,85.73194044
Lynx1,0,0.142140518,0
Lypd1,56.05018723,72.19427496,39.48166196
Lypd3,30.1880057,19.38498339,0
Lypd6,72.3503965,31.01034212,15.93617977
Lypd6b,1.231151877,0,265.0220991
Lypla1,2735.036943,1702.368175,740.924688
Lypla2,661.9566834,946.0340438,250.5522551
Lyplal1,855.3969994,560.2908659,251.7252962
Lyrm1,179.0665383,262.3416035,255.1714821
Lyrm2,1110.486086,1420.500684,608.176396
Lyrm4,1494.181276,880.81546,406.9176774
Lyrm7,149.0239898,103.6932058,130.2260966
Lyrm9,183.0686637,32.06978465,16.35251167
Lysmd1,282.1066693,139.6238143,27.80875406
Lysmd2,247.0757069,523.6978726,307.274989
Lysmd3,1068.232342,1618.444204,1033.720799
Lysmd4,115.2781661,0.704494332,5.431250692
Lyst,31.58317349,55.95599559,24.15757231
Lyve1,5255.062189,1510.591162,300.9836665
Lyz2,17539.24348,1651.955358,986.9636403
Lzic,594.4189771,254.0296454,489.4582129
Lztfl1,1164.823965,930.0678289,994.1541678
Lztr1,346.4284458,241.6199301,150.5365937
Lzts1,12.27421579,9.247885791,0.209113897
Lzts2,75.68913388,56.38937728,26.34748464
Lzts3,0.512696645,6.223292459,1.358693612
M1ap,0.846497815,43.32249024,0.50183155
M6pr,1472.16283,1490.552843,957.1426535
MGC105567,0,9.220878827,45.38359515
MGC105649,90.13169993,36.6843882,70.95021742
MGC109340,639.5243369,498.6290795,1133.762268
MGC116121,382.8237319,194.7503401,193.8190245
MGC116197,11.24965857,50.37962032,4.737550256
MGC116202,0,12.96863855,0
MGC94199,355.8657147,778.6518838,565.3639838
MGC94207,8.752769876,33.46518232,0
MGC94891,0,29.98396635,0
MGC95208,322.1267247,326.5445493,166.4943422
MGC95210,283.4819252,79.0990153,51.04850636
Maats1,61.37126867,6.15851672,18.69849386
Mab21l1,304.00034,540.1192989,250.3343035
Mab21l2,346.4278464,121.1565933,432.4542367
Mab21l3,0.676373438,32.85686168,0.12209786
Macc1,0,0,0.849205536
Macf1,195.9861718,131.656964,119.5843738
Macrod1,226.8081649,22.74279477,29.11293232
Mad1l1,176.5592668,103.8564677,111.1818722
Mad2l1,834.2595066,1064.281183,1151.844121
Mad2l1bp,853.0900076,567.4943889,332.9659059
Mad2l2,166.3399566,172.831412,118.8585026
Madcam1,660.4016691,251.6373108,284.0942119
Madd,0.86913319,10.72954385,2.546529318
Maea,3587.279408,3636.624214,1858.007252
Maf,153.2678992,34.78224148,54.02980316
Maf1,1031.792338,513.3826419,436.158983
Mafb,683.0419106,338.2328624,49.08792013
Maff,155.3424724,65.1286615,65.46690874
Mafg,360.1109235,570.1754138,496.7623313
Mafk,163.3799466,164.9875445,143.4762562
Mag,0,0.749242733,3.490591432
Mageb18,0,41.70713689,72.371387
Maged1,6104.909217,5699.778602,5464.363587
Maged2,9285.251287,13573.47483,12179.8864
Magee1,0,2.212004791,0.497585666
Magee2,0,58.21599599,0.791517248
Mageh1,833.1454177,955.4579033,1202.508663
Magel2,87.35042,268.3187935,86.17072307
Magi1,83.68479156,37.09075048,29.90120532
Magi2,0.344719923,0.073048442,0.15496207
Magi3,154.3094874,151.6524478,42.90559506
Magoh,8583.971311,7721.131233,8644.274718
Magohb,714.1157954,495.1291276,494.5638788
Magt1,2888.858847,2446.999275,1981.997062
Maip1,867.4141714,572.6831341,173.4294105
Mak,3.090965408,10.86736222,34.6725456
Mak16,1077.13887,676.5638103,264.8262265
Mal,0,59.47856595,0
Mal2,0,36.42574308,0
Mall,0,1.901698832,0
Malrd1,1.517305059,0,8.241516223
Malsu1,556.0627089,614.5714924,291.846149
Malt1,157.370927,122.9940232,39.68807915
Mamdc2,0,208.025577,5.432794538
Mamdc4,0,3.711651455,0.451698149
Maml1,202.0970655,195.3805327,150.4540203
Maml2,25.64518857,8.127318662,23.16789112
Mamstr,40.02393102,21.28414252,40.860435
Man1a1,115.7976205,158.9022475,132.0436904
Man1a2,361.2079193,311.0311027,383.7069651
Man1b1,696.1600648,541.6812472,387.3151889
Man1c1,456.5797932,114.5882137,32.66125959
Man2a1,504.6379817,351.2347477,171.2671411
Man2a2,68.63524019,50.99712065,8.492238147
Man2b1,784.2224782,970.5170953,484.4173024
Man2b2,91.20939747,127.1422956,103.7512027
Man2c1,15.84098283,49.92621586,1.999271314
Manba,51.33084054,112.3305514,132.7782198
Manbal,2319.107285,1735.309663,887.2295605
Manea,445.9033433,257.5613991,121.234213
Manf,4773.735748,5402.078195,4142.989443
Mansc1,0.265180278,0.053135565,0
Mansc4,2.796341641,6.701846802,0
Maoa,756.1767726,1081.601776,804.8124344
Maob,20.50664275,219.6239835,46.4804136
Map10,40.69105993,15.59483168,22.40091393
Map1a,45.75509591,53.21220219,66.60587743
Map1b,813.6237905,875.2268341,439.2584858
Map1lc3a,441.540588,369.8493736,795.1846681
Map1lc3b,1864.551332,1678.030695,1573.057829
Map1lc3b2,6929.686499,6288.505145,4088.124644
Map1s,125.1558786,74.62906378,31.06707923
Map2,85.96919371,160.9159629,32.81091553
Map2k1,1078.279914,679.4438279,687.6583424
Map2k2,815.6097319,607.1700748,601.0496711
Map2k3,967.8440719,1010.627196,452.6241983
Map2k4,168.9569126,335.1967068,310.3996057
Map2k5,546.9779275,439.3998646,177.5985443
Map2k6,930.9659674,432.5428308,476.441508
Map2k7,5.311452876,22.23477214,53.69670903
Map3k10,0.417263005,0.430178858,1.313603633
Map3k11,88.33368953,41.6735111,7.774951742
Map3k12,8916.056123,6453.391061,5325.694012
Map3k13,5.957583696,21.17309929,17.89639305
Map3k14,142.5987708,89.49057937,55.80272786
Map3k19,1.130287191,0,0
Map3k2,197.8984084,121.5474988,107.0641784
Map3k20,125.6637687,136.4347075,132.7741017
Map3k3,991.6404706,591.2967316,532.632063
Map3k4,59.97043815,85.34372854,26.12536752
Map3k5,3.824527679,21.34648514,13.3011045
Map3k6,1.673108934,29.06848079,0
Map3k7,204.4796697,245.4035485,150.382805
Map3k7cl,621.2492959,238.2561444,83.60488031
Map3k8,295.3619763,320.6522064,325.3441814
Map3k9,0,0,4.3053217
Map4,870.1296505,1005.010611,741.2397285
Map4k1,142.232918,103.0690324,59.8578473
Map4k2,11.52828551,12.45188661,14.63413101
Map4k3,192.1000832,84.06399152,201.1286179
Map4k4,427.0108151,329.4753951,255.9347183
Map4k5,382.8120455,468.9482819,241.1738558
Map6,73.32156411,9.994437035,34.89517912
Map6d1,0,0.699538507,0
Map7,14.3621509,3.209283856,0
Map7d1,1179.456291,762.5090416,615.2490203
Map7d2,48.71672435,28.92837651,342.1859992
Map7d3,402.4139511,222.8636165,302.1639674
Map9,154.3207927,310.9407416,302.0737284
Mapk1,789.1900337,801.0385567,464.1429265
Mapk10,1.191300841,65.92383789,22.59702337
Mapk11,0,0,45.232372
Mapk12,4.470277403,0,0
Mapk13,17.28084133,9.554718111,0.037412961
Mapk14,191.0477689,200.5547082,312.3751235
Mapk1ip1,1188.939244,1405.982132,604.2399064
Mapk1ip1l,9183.139091,7491.444597,6143.207416
Mapk3,959.1975734,452.8762976,552.8765767
Mapk6,174.9743524,306.7324244,66.54999037
Mapk7,51.2409626,56.35606875,72.18652178
Mapk8,152.2518998,540.1023206,147.1637596
Mapk8ip1,36.40856074,43.87394704,35.752492
Mapk8ip3,11.0353102,18.56278346,38.42931381
Mapk9,188.4281247,132.7324522,39.37158495
Mapkap1,534.695414,414.2583979,425.2416638
Mapkapk2,554.4686825,383.4133879,185.0825382
Mapkapk3,90.474038,49.34827711,14.65323175
Mapkapk5,98.00877236,153.536579,415.0526744
Mapkbp1,185.882843,124.420988,84.66182434
Mapre1,4870.521943,4770.913601,3171.526101
Mapre2,1261.062094,1381.485031,2802.591339
Mapre3,12.1613516,45.53002857,60.78033287
Mapt,69.31851533,19.19562112,36.0241917
1-Mar,291.7939266,31.39671481,83.71577739
2-Mar,45.06509953,207.4440336,72.01139012
1-Mar,24.27941852,0,0
10-Mar,0.202602369,0.635186604,0
2-Mar,392.2124727,269.2681885,319.9305458
3-Mar,204.3596326,76.09929855,60.65370183
4-Mar,0.365161895,0,0.181343519
5-Mar,344.4254574,390.9784988,177.5620133
6-Mar,36.42962682,63.0831492,24.59816148
7-Mar,630.5573403,582.0547558,502.8577227
8-Mar,71.11921147,40.16505799,28.24782849
9-Mar,0,0.747339199,4.694671743
Marcks,76777.11557,74382.54418,53740.83641
Marcksl1,1696.758441,953.9763132,674.9335757
Marf1,155.6345586,184.6144211,84.00422867
Mark1,193.7050317,84.34935495,25.86465301
Mark2,151.1099203,175.4081174,27.73514494
Mark3,359.9396671,318.7601908,225.3698923
Mark4,99.7822759,68.24109859,13.87496855
Mars,1113.32057,1341.003245,631.8276761
Mars2,28.16048784,32.10028599,25.82586875
Marveld1,128.3268701,154.4719712,270.0279409
Marveld2,55.73345608,55.20444208,13.54857316
Marveld3,0,0.175315514,0
Mas1,8.563726655,33.43499617,0.283081627
Mas1l,0.481693513,0,0
Masp1,1.255928193,170.5912556,5.474841497
Masp2,95.53536602,148.5478239,189.6042459
Mast2,106.6639039,66.4102187,65.83194864
Mast3,11.49884706,17.14362229,6.731805198
Mast4,23.88935104,7.652351591,3.392767243
Mastl,404.3989687,513.7607137,369.2538932
Mat2a,3447.972161,2151.308645,1684.604792
Mat2b,1099.136122,1247.041934,984.1737124
Matk,6.51607447,0,0
Matn1,2880.767677,5356.314132,6384.266625
Matn2,821.5071959,435.3362438,618.796259
Matn3,829.8065523,1608.519584,2035.061482
Matn4,14.56181949,127.2137665,183.011595
Matr3,2288.146377,1803.857343,1064.448494
Mau2,395.6941184,333.1389908,360.5280257
Mavs,112.4110005,111.6710593,76.01193069
Max,467.480112,295.9534352,401.607709
Maz,83.93345541,111.2857711,77.49706641
Mb21d1,2.41085991,17.82910989,3.733280601
Mb21d2,180.0529884,133.8573104,162.756592
Mbd1,601.238496,520.0134102,243.874253
Mbd2,690.4612612,523.3086156,610.7167405
Mbd3,464.309913,290.269995,251.5315355
Mbd4,364.7964793,300.1151037,294.7535699
Mbd5,26.1002091,45.14868594,45.21409871
Mbd6,99.34015642,58.56494494,23.58221975
Mbip,790.8064533,1042.087417,615.6744153
Mbl2,1.207753049,0,0
Mblac1,61.92116505,140.6421057,75.46221696
Mblac2,68.02848571,17.96248752,56.4622022
Mbnl1,1758.751235,1216.205037,1113.33812
Mbnl2,3063.61744,2717.616283,2308.764396
Mbnl3,64.51784145,333.8390672,137.6617686
Mboat1,644.2453372,172.8012594,59.86472678
Mboat2,210.0078209,336.6317403,135.9747296
Mboat7,58.72329365,22.84127095,61.71083971
Mboat7l1,196.5795816,74.98033761,132.0781538
Mbp,0,117.6727377,858.4025705
Mbtd1,93.81689232,125.8527345,107.0728349
Mbtps1,775.6895448,754.1414994,364.0924406
Mbtps2,13.04943301,136.6475567,35.96946242
Mc3r,0,0,166.2079377
Mc4r,33.20717049,109.2161038,24.45327437
Mc5r,0.60315924,0,0
Mcam,764.2939606,701.8246136,288.812379
Mcart1,171.8526709,136.3074602,32.27654805
Mcat,99.14324699,29.76667645,31.35199528
Mcc,4.423787395,9.19355129,16.8997
Mccc1,189.2054581,374.2374325,178.4310056
Mccc2,215.1965808,261.5032746,30.00117418
Mcee,580.8743221,356.5167718,589.6186819
Mcf2,0,1.198707421,0
Mcf2l,21.77202113,19.36708976,0.105003258
Mcfd2,1250.088591,1675.501257,1186.925635
Mchr1,103.7132105,75.56162392,0
Mcidas,1.674363027,7.843825582,0
Mcm10,226.5152325,174.3835344,132.0420711
Mcm2,1050.118083,966.6682426,858.3695395
Mcm3,1637.197436,2046.953686,1573.076185
Mcm3ap,107.673665,130.7272546,119.9586034
Mcm4,2241.998512,2456.794263,2069.319318
Mcm5,1006.31509,1404.380378,820.159585
Mcm6,3467.362001,2915.466364,2135.914366
Mcm7,3701.603049,3069.070558,1706.029849
Mcm8,244.9973609,252.7697619,78.95322888
Mcm9,60.56884376,16.13710839,33.78898119
Mcmbp,739.7090495,797.947557,249.4758054
Mcmdc2,23.68431351,2.618433014,35.02095483
Mcoln1,17.63704578,73.47649322,6.570374712
Mcoln2,15.20176379,54.28444277,99.456176
Mcph1,18.75771826,102.3042064,27.57616813
Mcrip1,4493.468566,5239.179529,2891.995061
Mcrip2,72.29173029,147.8507729,1.51992164
Mcrs1,599.6443194,855.6484981,940.4305433
Mctp1,2.150926006,6.939329923,5.74E-06
Mctp2,97.82910504,0.819406429,0.061844829
Mcts1,3759.476002,4067.425471,1751.082863
Mcu,81.93438843,16.75541533,31.27125135
Mcub,290.0843953,218.9340564,55.59568117
Mcur1,30.78982103,1.003144357,0
Mdc1,317.8266837,744.1888605,527.3262269
Mdfi,0.495590947,5.272607684,0.773957484
Mdfic,428.4425128,202.4721188,232.8243983
Mdga1,14.20309679,0,0
Mdga2,8.352381728,4.666123392,6.717555256
Mdh1,18354.50116,14885.15889,10682.03972
Mdh2,18030.23645,16904.1536,9019.165861
Mdk,19170.40797,20968.27684,20939.19105
Mdm1,44.84524162,38.70455861,4.620574916
Mdm2,4010.801036,3288.82434,2988.62858
Mdm4,843.0879754,856.8298663,847.3565567
Mdn1,184.8202403,151.9285494,143.8030766
Mdp1,463.1136843,545.1634419,368.4015041
Me1,264.9734928,18.30529124,35.74647973
Me2,1661.727821,833.8690692,418.7990648
Me3,38.11436256,0.040386861,1.74058303
Mea1,6633.110543,5854.904527,4238.451389
Meaf6,982.3961759,1030.921676,695.5334019
Mecom,100.1278059,150.1648859,181.8723645
Mecp2,21.70896727,12.99348734,61.23378347
Mecr,199.9792395,184.2653336,240.1667755
Med1,368.7910625,253.6168214,208.6244466
Med10,3377.389771,2520.198819,1555.254318
Med11,420.0719773,295.2079991,424.8480674
Med12,35.70192076,68.58815728,33.23757321
Med12l,3.012576608,50.96869329,53.09183323
Med13,581.2790827,348.6382057,405.7532838
Med13l,433.3420724,348.5288545,255.0151848
Med14,171.8143678,149.5480126,98.9944865
Med15,443.3501547,420.6021696,167.8708464
Med16,333.8143644,161.0544792,137.539833
Med17,45.55074251,38.74929748,34.39728034
Med18,314.5278255,435.1422201,487.3529617
Med19,1972.8164,1446.002192,976.2353589
Med20,1301.779224,1144.259369,533.6116504
Med21,8916.910483,9019.748449,4023.672873
Med22,259.8673843,237.1456482,213.2724899
Med23,215.642528,258.4199918,249.1231077
Med24,348.6752419,199.9415843,58.47435379
Med25,60.77409366,121.4225025,49.49889222
Med26,3050.311073,3666.071934,2761.864028
Med27,1845.8703,1448.578556,800.9594182
Med28,2892.239521,1657.278898,2013.659135
Med29,2009.276747,1872.895763,1117.017926
Med30,181.1004206,267.6454105,64.67692591
Med31,1134.666751,1381.687442,605.515052
Med4,1248.802564,2108.792857,1477.233626
Med6,5715.836536,5269.903101,3432.350354
Med7,2032.157002,1478.817987,646.2789562
Med8,1033.81394,653.5133106,837.1296249
Med9,12.7426599,49.54819384,121.870171
Medag,1516.823627,814.6125175,1869.744145
Mef2a,2679.779808,1730.096932,1323.419181
Mef2b,0.479575656,0,20.30547662
Mef2c,878.091519,953.5200095,777.263212
Mef2d,117.6032054,106.279185,24.28257753
Megf10,271.7372045,169.5979296,41.22886791
Megf11,0.950986276,12.40762509,1.327707673
Megf8,158.158391,237.158958,266.7165348
Megf9,25.91126913,76.58760986,179.3468387
Mei1,15.01053388,2.206837462,25.30320531
