,T1,T2,T3
1700025F22Rik,20.62411116,0,0
1700066B19Rik,0,45.69322408,0.216963865
1700092M07Rik,21.14985659,0,65.2127647
3082ex4-5,0,70.59977257,0
4933427I04Rik,0,15.97257003,0
5S_rRNA,21705.40378,71212.17821,38081.90254
5_8S_rRNA,27921.02924,18496.1264,33855.39506
7SK,3737.205732,3811.355973,3447.40611
A1cf,0,4.57582951,0
A2m,1.123853038,6.915827287,33.4318179
A2ml1,11.94659611,0,14.80743685
A3galt2,118.9715605,19.19630208,23.3803132
A4galt,0.598828674,40.28059838,0
A630010A05Rik,3.684295043,0,0
A930003A15Rik,91.42212157,0,0
AA926063,318.8580197,231.8640839,253.943849
AABR07000137.1,9.996021989,0,0
AABR07000145.1,0,1.091991304,0
AABR07000156.1,0,19.32145014,2.572196016
AABR07000159.2,8.38577217,0,0
AABR07000159.3,0,3.481144642,0
AABR07000222.1,2410.67688,1310.541475,1050.066969
AABR07000276.1,16.57878669,9.481765883,3.850547334
AABR07000382.1,274.3577826,67.40408177,107.4000377
AABR07000385.2,19.32332353,8.405383975,3.142355974
AABR07000398.1,20902.14358,12914.24776,10241.03531
AABR07000411.1,3.653896293,13.37522519,1.25659403
AABR07000433.1,0,0,1.717152799
AABR07000451.1,0,88.73029614,23.88756931
AABR07000452.1,0.814722416,0,0
AABR07000533.1,0,0,3.771959951
AABR07000534.1,1.531343517,0,0
AABR07000629.2,5.710826585,3.60064264,3.562796054
AABR07000658.1,6262.002713,4101.220384,4374.347707
AABR07000714.1,0,0,3472.092091
AABR07000733.1,0,0,5.545242847
AABR07000740.1,1.261404568,0.983034906,1.830266269
AABR07000986.1,0,0.101429766,0
AABR07001001.1,0,0,25.16131737
AABR07001003.1,0.437890068,0,0
AABR07001037.1,5.327741398,2.609061321,2.715659362
AABR07001064.1,271.526584,212.7600344,76.12651751
AABR07001068.1,0,0,93.00871554
AABR07001100.1,163.1631261,141.8530347,62.54751579
AABR07001207.1,6.742743006,16.98633851,0.418245007
AABR07001210.1,7.951643962,7.012112533,2.99705452
AABR07001233.1,8.222762715,9.383310441,1.354212483
AABR07001408.1,4.451073996,6.40372678,0.950671514
AABR07001416.2,0,127.6830835,0
AABR07001435.1,132.9071988,119.1722238,69.85568748
AABR07001444.1,11.52192187,17.60875692,11.58030664
AABR07001452.1,0,12.56416279,0
AABR07001477.1,3.575852914,8.943622206,0
AABR07001493.1,51.94502388,0,0
AABR07001512.1,3680.915894,3514.580233,1511.216618
AABR07001519.1,23.97562787,0,0
AABR07001555.1,0,23.57982071,57.22828349
AABR07001591.1,0,3.686727182,0.355536248
AABR07001610.1,0,2.954546586,0
AABR07001634.1,1.060220818,28.56748962,26.14943873
AABR07001662.1,0.162950695,0,0
AABR07001699.1,0,4.829201129,0
AABR07001734.1,0.177439921,0,0.376320589
AABR07001762.1,29.27257557,0,0
AABR07001780.1,3.302584825,0,45.48985865
AABR07001807.1,3.841786991,2.352030271,2.629755616
AABR07001880.1,0,1.121686855,0
AABR07001888.1,0,0.558273863,0
AABR07001905.1,202.5444427,191.3869193,88.17551322
AABR07001910.1,65.25721502,44.57609659,10.47317921
AABR07001923.1,167.9250809,152.8084016,96.91845197
AABR07001926.1,7.134631188,2.812635819,0
AABR07001926.2,0,0,0.801054914
AABR07001926.3,171.8178392,217.7166852,67.832972
AABR07001929.1,0.668654972,6.914593929,7.636226901
AABR07001942.1,0,19.93495801,0
AABR07002001.1,8.727726624,0.444488128,0
AABR07002010.1,3.669109099,0.265674506,3.251480937
AABR07002025.1,120.2324949,49.21095225,52.25463092
AABR07002044.1,0.229509132,2.776073029,0
AABR07002068.1,0.30100168,0.848221543,0.170730448
AABR07002093.1,0,0,15.20648112
AABR07002247.1,2.108293552,0.938454878,0
AABR07002258.1,0,39.03693686,0
AABR07002262.2,0.146828798,0,0
AABR07002337.1,0.954427478,9.524072867,1.029501518
AABR07002351.1,0.239832317,0,0
AABR07002351.2,0.338982909,0.525856549,0
AABR07002353.2,1.710990272,3.418632408,2.845239159
AABR07002382.1,0,0,61.28004229
AABR07002384.1,9.954631037,9.342107009,68.70029139
AABR07002493.1,59.45610044,108.5068079,149.3766444
AABR07002546.1,649.7152763,515.9542737,373.2523834
AABR07002564.1,363.9070964,216.3620672,22.42309827
AABR07002623.1,171.3741068,10.16078188,34.71319626
AABR07002627.1,200.1343852,167.7036102,172.680103
AABR07002674.1,14.32104535,15.03677844,0
AABR07002677.1,17.35191753,0,0
AABR07002682.1,0,23.72528806,0
AABR07002683.1,46.41791439,32.4207209,15.35400511
AABR07002768.1,1443.081112,1180.267617,665.7245397
AABR07002774.1,2.409028296,27.33559767,40.82305154
AABR07002774.2,8.216601374,19.61508628,3.506383171
AABR07002775.1,18.05042899,60.07468158,22.13248224
AABR07002779.1,295.4055514,202.1857883,50.43965803
AABR07002783.1,0.136493021,0,0
AABR07002784.2,9.117636294,30.79667018,0
AABR07002868.2,3.249445353,150.8917822,0.264745636
AABR07002870.1,0,48.87182495,20.13460314
AABR07002870.2,23.87942741,9.996824954,9.164874734
AABR07002882.1,51.98326952,32.69727168,2.681636141
AABR07002893.1,27.80617293,8.903691115,10.54940431
AABR07002896.1,0,49.00308298,20.13460314
AABR07002898.1,13.68537202,34.93648748,12.58399843
AABR07002902.1,0,0,20.75514854
AABR07002906.1,7.400667675,2.972907605,1.767924722
AABR07002908.1,452.6673639,1240.895357,1135.49853
AABR07002910.1,28.36335294,27.86415898,12.37536486
AABR07002928.1,0,18.42599233,6.078531236
AABR07002938.1,40.23125177,57.42841218,24.56536326
AABR07002969.1,6221.628359,5822.338248,2202.788338
AABR07002973.1,172.9271476,211.4326655,91.54444531
AABR07002997.1,94.38358044,271.005281,269.9970443
AABR07003030.2,0,34.18142549,0
AABR07003049.1,1064.306748,659.5165487,448.4984889
AABR07003187.1,9.711324361,67.161749,12.64011459
AABR07003233.1,0,0,44.06585465
AABR07003250.1,0,28.21718788,0
AABR07003273.1,82.51159365,68.92402451,57.15458379
AABR07003310.1,0,0,25.89411683
AABR07003310.2,0,0,5.511065119
AABR07003344.1,357.9494115,210.5135097,270.103575
AABR07003397.1,0,0,0.089862746
AABR07003537.1,448.7628555,357.7795293,167.6721218
AABR07003650.1,5.06409558,4.011864949,3.900837292
AABR07003841.1,5.879951213,0,0
AABR07003933.1,0,0,0.752278064
AABR07003944.1,4.441078184,3.267321748,2.644228507
AABR07004061.1,0,0,2.992842652
AABR07004085.1,15.29892244,4.354148627,0
AABR07004112.1,2869.740238,2417.296194,1680.154163
AABR07004183.1,1.676799024,58.67953937,57.44163262
AABR07004228.1,30.31002334,0.02508767,0
AABR07004232.1,6.625555801,8.070514543,2.522160975
AABR07004232.2,1.337770786,74.07020931,0.215012234
AABR07004269.3,0,3.021915113,0
AABR07004397.1,5196.011994,4312.307627,2598.381102
AABR07004404.1,128.5568552,82.57019604,52.40495818
AABR07004746.1,0.004855204,11102.39696,0.00022377
AABR07004776.1,0,80.76437894,0
AABR07004783.1,0,0,15.48070295
AABR07004812.2,0,0,3.229697419
AABR07004823.1,14.19281809,31.70916732,8.14810759
AABR07004833.1,0,208.7885211,0
AABR07004868.1,5.14131381,0,0
AABR07004876.1,580.7081396,464.7046038,254.026036
AABR07004881.1,33.05134983,0,5421.412307
AABR07004894.1,19799.63365,16065.47333,10583.03272
AABR07004992.1,78.41146345,48.65113316,6.393229536
AABR07004993.1,0.092154027,0,0
AABR07005004.1,313.1643601,155.6910394,0
AABR07005004.2,555.4020024,477.6655163,473.1197798
AABR07005031.1,392.4962784,0.000223945,0.000155737
AABR07005040.1,15.88142943,2.308947358,6.385256618
AABR07005506.1,172.5290914,97.48852405,120.0567162
AABR07005533.1,647.5415912,790.4627969,638.0349187
AABR07005535.1,22.94752871,0.195080338,1.173487814
AABR07005549.1,2111.936814,1623.270536,751.848335
AABR07005569.1,0,3.758655897,0
AABR07005572.1,4.98066984,2.182117228,0
AABR07005581.1,3.964892945,3.454663535,2.845130963
AABR07005618.1,2253.247628,959.6277408,501.4765054
AABR07005633.1,65.32028231,54.72143206,31.68904554
AABR07005779.2,252.7493064,234.551947,96.86618661
AABR07005779.4,41.34505443,112.6330284,31.34455187
AABR07005794.1,3.735910548,0.472470497,6.122067533
AABR07005806.1,15.64856598,5.281133362,7.097396322
AABR07005837.1,5.391787452,0,0
AABR07005837.2,216.8006554,43.86597708,0
AABR07005838.1,1792.133791,1286.112591,648.3789263
AABR07005844.1,0.115912966,0,0
AABR07005950.1,0,72.05242226,0
AABR07005955.1,0,0,4.574978791
AABR07005961.1,13.06776552,122.9693477,28.05076291
AABR07006025.1,0,5.181979543,0
AABR07006030.1,19.43118142,0.066602137,2.762221466
AABR07006038.1,0.342761137,0,0
AABR07006049.2,229.3984566,117.9907909,138.3112446
AABR07006081.1,46.25525498,109.0846662,712.824636
AABR07006097.1,0,0,4.421981057
AABR07006111.1,16.81470059,0.964223507,7.173478797
AABR07006160.1,1214.481513,977.5939102,615.9158471
AABR07006255.1,25.48780869,20.11327647,6.998446728
AABR07006258.1,195.6664632,111.2342965,55.93203389
AABR07006258.2,7671.204331,9443.284397,14317.86918
AABR07006263.1,3.860223168,0,0
AABR07006310.1,105.4900256,0,0
AABR07006311.1,0.103670027,0,0
AABR07006333.1,1235.823384,595.1399367,513.3569789
AABR07006367.1,0.591503896,0.57540982,0
AABR07006389.1,0,0,17.91110446
AABR07006451.1,0,0,0.145421535
AABR07006458.1,0.39439469,4.695718997,0.241356388
AABR07006475.1,0,0,0.500447949
AABR07006504.1,14.82616539,4.764035559,1.812420441
AABR07006536.1,0,0.986699313,2.606491777
AABR07006544.1,6.126027135,72.06215807,23.19802706
AABR07006566.1,0,0.173758265,0.200736063
AABR07006591.1,17.05991695,0,0
AABR07006619.1,0,1.102210256,0
AABR07006672.1,0,0,0.117675747
AABR07006688.1,4552.664124,3920.800838,3845.264162
AABR07006688.2,75.6306855,63.38362811,153.5051725
AABR07006713.1,0,0,0.181045979
AABR07006724.1,80.41292824,34.71107915,21.76770669
AABR07006727.1,11.7404581,41.13864531,0
AABR07006740.1,0,0,0.814202401
AABR07006774.1,77.54956312,35.12660536,49.64271376
AABR07006775.1,79.44602572,40.11362732,56.00058196
AABR07006871.1,0,0,8.82863185
AABR07006888.1,0.081675549,1.744147565,0
AABR07006889.1,7.238462384,4.350250321,4.184622194
AABR07006894.1,400.0503921,534.5813087,467.3558223
AABR07006957.1,20.97054644,22.88870752,8.433479371
AABR07007000.1,5485.617788,5825.451984,5920.123347
AABR07007023.1,0,0,0.520597047
AABR07007026.1,109.9007143,9.810632753,2.822094991
AABR07007055.1,93.40910888,126.5516169,47.26379892
AABR07007092.1,11.11267868,2.583530737,1.088238163
AABR07007121.1,4009.236047,3406.570197,3534.516586
AABR07007130.2,246.0818846,69.6876296,189.7007209
AABR07007134.1,21.74793146,25.06479813,11.37229192
AABR07007391.1,6.588204137,1.413207957,0.589018078
AABR07007584.3,0.047878828,3.422830966,0
AABR07007592.1,226.4289301,0,0
AABR07007689.1,0,0,2905.791739
AABR07007717.1,0.87717693,0,0
AABR07007717.3,20.92292447,0,0
AABR07007730.1,615.8514319,468.1549112,245.7430306
AABR07007743.1,254.0522539,0,255.7036643
AABR07007744.1,4.54392558,4.146934605,2.991349216
AABR07007798.1,0.921416874,8.471559787,2.506048746
AABR07007799.1,8.909397641,15.03334295,5.801373765
AABR07007853.1,1910.468715,1720.319419,1064.366229
AABR07007905.1,2809.840588,2432.931348,1927.271268
AABR07007905.2,2.242399263,0.988903929,0.168100131
AABR07007997.1,3.879831176,13.11614711,24.43755149
AABR07008016.1,2117.426783,3975.002267,1431.042983
AABR07008025.1,2.329656954,1.055786413,0.403272937
AABR07008066.2,623.9236153,819.9517,0
AABR07008097.1,983.4098266,889.2332854,1085.437835
AABR07008126.1,13.02525898,0,0
AABR07008255.1,4.621226913,28.64154748,0
AABR07008256.1,0,4.713152717,6.378932873
AABR07008287.2,0,0,0.371604215
AABR07008293.2,13.68285712,11.75144237,10.47493576
AABR07008293.3,1.27191914,2.639657215,1.343757608
AABR07008298.1,3.043829467,0,0
AABR07008350.1,20.21504341,8.103819344,9.837284273
AABR07008420.1,0,31.84825389,0
AABR07008421.1,325.8212002,152.2038324,120.8799972
AABR07008485.1,264.8141793,73.84906009,0
AABR07008505.1,30153.05018,39906.93185,11922.12115
AABR07008568.1,25.58539628,0,0
AABR07008670.1,2.35449119,5.31125897,4.145637928
AABR07008681.1,5.448602744,7.02534894,6.788721358
AABR07008805.1,19.28110491,25.37928855,0
AABR07008890.1,7.000560732,4.292401124,3.94340515
AABR07008911.1,10.16479742,8.160318234,14.33687813
AABR07008916.1,0,0,332.0942094
AABR07008940.1,108.8724443,202.1547785,3.176235343
AABR07009105.1,187.0379082,49.28315302,7.17503125
AABR07009221.1,2.988294291,3.468735589,2.501125815
AABR07009357.1,46.01367583,0,0
AABR07009373.1,0.493180973,0.720776808,0
AABR07009428.1,100.7673909,108.640835,63.82918267
AABR07009508.1,36.4859712,35.93869707,8.914065926
AABR07009572.1,17.02662136,12.51691367,4.177812386
AABR07009634.1,0,0,0.527350298
AABR07009715.1,1608.47729,1270.92475,924.6772144
AABR07009787.1,1.029502249,1.547067479,1.243891623
AABR07009834.1,197.5037585,495.0553916,220.0841439
AABR07009919.1,33.75338265,0,0
AABR07009931.1,55.59650768,109.0646779,186.8528383
AABR07009978.1,9.558082396,7.929087332,15.48980455
AABR07010085.1,1.68E-06,4.527484714,1.72E-05
AABR07010330.1,0.014835067,0.009891743,0
AABR07010332.1,0,0.029474508,0
AABR07010370.1,1.228370879,1.406579179,1.419391724
AABR07010385.1,6.489106429,6.158832731,2.273634124
AABR07010421.1,6.314378674,0.77981955,0
AABR07010460.1,179.6930577,396.5051292,79.68847259
AABR07010468.1,161.2949285,280.8703581,175.8854529
AABR07010570.1,15762.29895,15555.89877,10462.65221
AABR07010583.1,15798.61311,15527.83587,10455.92054
AABR07010592.2,0,7.931695879,0
AABR07010609.1,0.430659306,0.983484455,0.848439146
AABR07010620.1,0.316896934,1.725108074,6.176124688
AABR07010649.1,11217.57823,8876.457505,5951.672799
AABR07010682.1,4.811636709,3.625154688,2.970599301
AABR07010705.1,248.9640048,73.16111697,84.10837661
AABR07010747.1,0.137357624,0,0
AABR07010777.1,184.4701616,0,0
AABR07010878.1,4.169054956,3.206320729,3.390900857
AABR07010894.1,24.41832907,0,0
AABR07010985.1,5.823549755,7.190123269,6.435905181
AABR07010986.1,10.92441318,8.620652145,5.971419789
AABR07011013.1,15.03592885,10.30478115,604.9053635
AABR07011031.1,33.7351706,12.23479329,0
AABR07011084.2,0,53.14092292,0
AABR07011152.1,25.9407143,14909.73122,17.39476805
AABR07011682.1,36.34055682,2.05879972,0
AABR07011697.1,419.6999276,275.2930141,61.61727698
AABR07011698.1,367.5663205,344.3477778,419.7713386
AABR07011700.1,6.691422556,11.57225883,3.791280364
AABR07011733.1,5.870629456,2.473148139,188.0749751
AABR07011746.1,7.876963718,0.722244893,0
AABR07011857.1,5.280790129,5.531401267,3.45478748
AABR07011951.1,9659.957399,9148.414169,7388.71413
AABR07011977.1,13523.08751,13103.03295,7065.113809
AABR07011996.1,69.09447418,81.92573645,0
AABR07012012.1,0,0.465634362,0
AABR07012023.1,9.644122928,0,0
AABR07012030.1,0,0.470442549,0
AABR07012039.1,0,19.92119368,0
AABR07012051.2,6.552893942,0,0
AABR07012054.1,12271.61203,9676.903016,6436.275415
AABR07012065.1,0,8.632081231,0.901839747
AABR07012133.1,3.120414774,0,1.872447244
AABR07012475.2,10.83988319,61.68323695,50.66614317
AABR07012492.1,11.48418827,6.121841958,0
AABR07012582.1,220.8620346,153.4449252,114.4321458
AABR07012582.2,161.0591967,68.15656176,0.000556555
AABR07012583.1,156.5664111,68.15656176,0.000556555
AABR07012587.1,6.594497267,0,1.92783882
AABR07012728.2,7.294856287,0,28.60990201
AABR07012762.1,14.33709337,0,0
AABR07012774.1,0,0,0.30801759
AABR07012775.1,474.5113704,651.0024866,458.0453006
AABR07012795.1,88574.67266,74373.34881,51994.34154
AABR07012868.1,144.9941501,84.98010039,55.86988086
AABR07013065.1,1.174048665,0.369316353,0.449545699
AABR07013085.1,19.53423112,3.807723124,0.975206659
AABR07013086.1,5.629083043,4.003278724,25.8743833
AABR07013123.1,0,27.6312377,0
AABR07013140.1,0,1.127069834,0
AABR07013147.1,0,86.13054264,0
AABR07013154.2,22.59105481,98.99068637,10.47341527
AABR07013157.1,80.68582614,0,0
AABR07013165.1,5.414770767,0,0
AABR07013200.1,0.604395706,0.464607532,0.172371425
AABR07013202.1,7.120951163,101.5324422,10.17879271
AABR07013255.1,318.6762761,451.2333559,98.61803599
AABR07013288.4,218.6893156,437.3227457,427.2756726
AABR07013302.1,2772.967045,2604.807272,1660.628497
AABR07013304.1,1.121927409,1.928621194,0
AABR07013410.1,26.70165592,142.089457,8.865466945
AABR07013425.1,9.632954447,8.362937232,7.232583473
AABR07013488.2,0.610766902,0,0
AABR07013539.1,0,53.8952235,0
AABR07013566.1,2.727254031,2.820589192,2.481541469
AABR07013583.1,4.012012098,3.517703284,2.039208036
AABR07013654.1,7.542807473,7.720357947,12.13704452
AABR07013701.1,348.2518411,17.19032772,403.6010549
AABR07013729.1,5.662047479,6.473739105,23.43138799
AABR07013776.1,0,5.711050121,0.944139573
AABR07013798.1,0,1.249922034,0
AABR07013801.1,13.57156516,0,0
AABR07013802.1,6316.427508,4774.715625,3115.914555
AABR07013843.1,0,19.59020928,0
AABR07013914.1,2.356081051,0,0
AABR07013922.1,4.73765864,3.232771148,2.996019688
AABR07014114.1,0,721.2185291,0
AABR07014118.1,0.619073801,1.786758534,14.04238999
AABR07014119.1,0,0,28.55045348
AABR07014125.1,0.025525918,0,0
AABR07014132.1,1.896899939,2.098230667,2.281673436
AABR07014177.1,1.655610388,3.905272002,0.189865615
AABR07014239.1,4497.00768,4291.269831,2476.745846
AABR07014242.1,4456.328969,4329.58579,2471.99469
AABR07014275.1,0.686522023,4.51080826,16.42251876
AABR07014289.1,0,2.430401973,0.847228495
AABR07014304.1,12.65023306,0,172.7509117
AABR07014323.1,7.781868364,0,0
AABR07014350.1,0,0,29.04230229
AABR07014487.1,0,12.98526855,0
AABR07014512.1,24.56553393,0,0
AABR07014547.1,0,270.4636396,0
AABR07014550.1,422.4922534,340.0491427,243.2014738
AABR07014630.1,1.213275592,0,0
AABR07014638.1,260.0669387,133.5317164,12.02580727
AABR07014756.1,0,187.0741076,0
AABR07014804.1,2176.378355,1998.845565,973.2742144
AABR07014836.1,29.50244229,153.4552939,302.6036844
AABR07014855.1,69.88829421,79.96659069,84.40024426
AABR07014885.1,34.47589228,0,0
AABR07014983.1,0,74.26234436,0
AABR07015002.1,3.063522256,0.729416117,0
AABR07015006.1,6666.819755,6195.901601,4129.230123
AABR07015015.1,0,4.30396665,0
AABR07015015.2,98.72524782,98.01900051,61.96454605
AABR07015040.1,40.76192039,27.01957447,14.19534428
AABR07015055.1,0.916784955,371.097548,3.673561994
AABR07015066.1,235.9466952,479.723946,1505.394367
AABR07015067.1,1130.88555,0,0
AABR07015078.1,101.2742418,21.1307641,47.48717915
AABR07015078.2,149.6271222,2244.734254,1076.092016
AABR07015080.2,1.102319401,5.159799843,3.482466055
AABR07015081.1,1130.88555,0,0
AABR07015112.1,0.662679982,0,0
AABR07015165.1,77.76790545,65.38713244,69.68239229
AABR07015180.1,393.7930066,430.1298998,285.5308839
AABR07015294.1,6947.90799,5568.144405,4189.699341
AABR07015346.1,45242.60128,33817.20872,51425.46934
AABR07015517.2,45.17491914,5.270746451,0
AABR07015559.1,0.90667834,0.220765196,0.43909902
AABR07015596.1,0.247229285,0,0.698904513
AABR07015639.1,2.431384564,1.746732888,2.988165622
AABR07015647.1,1.338991303,0,0
AABR07015654.1,4.313619839,0,0
AABR07015674.1,7.260997449,0.243138982,0
AABR07015687.1,0.397137075,0.873221294,0.208692587
AABR07015719.1,2615.380238,1622.292845,2027.304232
AABR07015846.1,0,0.246464983,0.093335683
AABR07015889.1,9623.929578,8316.59474,5411.905741
AABR07015917.1,0,1.792283345,0
AABR07015941.1,6646.700555,5701.461652,3466.52562
AABR07015941.2,6.878984201,5.997856761,3.320077377
AABR07015977.1,4.774006358,0,0
AABR07016310.1,0.728602139,0,0
AABR07016556.1,440.4702044,0,0
AABR07016558.1,0.065645149,0,0
AABR07016558.2,0,16.04008205,14.08607506
AABR07016572.1,0,18.45967825,17.07377593
AABR07016578.2,34.24849681,0,0
AABR07016578.3,26.60848536,0,0.623117118
AABR07016640.1,208.5445568,87.89671564,81.50189303
AABR07016674.1,0,0,0.822745808
AABR07016779.1,444.9927432,842.2055751,175.4563653
AABR07016841.1,129.8516661,850.2597906,19.30257499
AABR07016856.1,14.59131503,10.18268207,32.18627793
AABR07016865.1,6.568355216,42.66249465,4.311463478
AABR07016934.1,0.283556017,0,30.91725772
AABR07016947.1,0,0,3.240498195
AABR07016950.1,0,0,3.410911431
AABR07016966.1,6.657684595,1.371845275,0
AABR07016976.1,0,0,0.203718018
AABR07017104.1,0.406355583,0.54262424,0
AABR07017110.1,4108.933048,4302.596745,3276.089316
AABR07017113.1,11.7934129,0,0
AABR07017140.1,23.90605549,30.94312704,15.07363167
AABR07017141.1,23.90605549,30.94312704,15.07363167
AABR07017145.1,95.45550865,61.9138292,24.14348056
AABR07017159.1,0,51.30247783,235.761969
AABR07017159.2,12.07737184,22.14355054,0
AABR07017197.1,3.473156613,1.287903143,3.072097246
AABR07017208.1,0,0.343281478,1.246824398
AABR07017208.2,0.068086182,0,0
AABR07017236.1,30.95880883,0,0
AABR07017237.1,3.094567359,0,1.834060516
AABR07017238.1,3.094567359,0,1.834060516
AABR07017266.1,0,0,40.07965295
AABR07017604.1,1.284640548,0,0
AABR07017626.1,0,0,0.132976504
AABR07017716.1,0.475763012,0.158608786,0
AABR07017814.1,2.514478733,0,0
AABR07017874.1,0.222258224,0,0
AABR07017902.1,84.52845507,36.15829775,0
AABR07017917.1,105.7535573,36.12300481,98.05204815
AABR07017999.1,0,0,4.485584075
AABR07018058.1,941.9235263,970.1881098,310.5629641
AABR07018062.1,907.1180459,11776.70221,200.1986492
AABR07018064.1,37.18784789,0,0
AABR07018087.1,22.1114355,53.08074303,18.21891468
AABR07018115.1,214.2575206,321.9887754,217.3993516
AABR07018119.2,0,0.644085524,0
AABR07018124.1,31.6245804,0,0
AABR07018132.1,3.13086723,3.744244608,1.779284511
AABR07018164.1,0,0,1.960775571
AABR07018167.1,102.9777294,109.562854,46.17294929
AABR07018183.1,0,2.779615511,0
AABR07018191.1,20.17665087,0,11.05991451
AABR07018244.1,98.07569804,51.45546808,214.3582953
AABR07018244.2,4325.113093,4296.861418,2733.879473
AABR07018318.1,3.079804482,0,0
AABR07018331.1,0,0,140.7742181
AABR07018556.1,2.913634612,3.078550859,3.233430191
AABR07018792.1,61.66700383,64.23252315,29.00234097
AABR07018857.1,99.35521897,134.9086735,76.55659116
AABR07019061.1,18.62749402,23.08657142,159.889825
AABR07019083.1,34.91969942,2.383370989,0
AABR07019085.1,30.64920645,29.22968734,26923.37491
AABR07019086.1,109.8768256,44.77195327,48.96594686
AABR07019088.1,0,1.094127493,0.834353958
AABR07019102.1,0.38130142,0,0
AABR07019254.2,0,0,19.37436732
AABR07019341.1,0,0.066059692,0.315583953
AABR07019392.1,0,1.811308736,0
AABR07019437.4,0,8.515491203,1.748723161
AABR07019449.1,36.88858716,109.3271607,12.59580248
AABR07019663.1,53.96466546,41.06370578,253.4363039
AABR07019870.1,28.2573678,25.06285147,8.42976955
AABR07020537.1,1.851927182,2.192533998,1.708840538
AABR07020703.1,0,5.223020407,0
AABR07020736.1,0,60.42631456,0
AABR07020815.1,143.4099047,7.526315222,15.13009209
AABR07020859.1,0,0,2.273399699
AABR07020905.1,0,0.328327743,0
AABR07020979.1,179.3790476,0,80.16618456
AABR07020990.1,0,0,1.795191823
AABR07020999.1,0,2.863987287,0
AABR07021022.1,8.150726224,33.10790593,0
AABR07021080.1,334.6694256,111.7323116,0
AABR07021086.1,29.67818407,13.78699409,0
AABR07021204.1,38.0902838,2.443229058,11.40295655
AABR07021220.1,1895.09223,1299.486184,1287.610138
AABR07021221.1,606.8324694,593.1784926,31.02555399
AABR07021357.1,0,0,1.371829624
AABR07021384.1,8086.181276,6479.627709,5323.536902
AABR07021419.1,80.65045887,0,0
AABR07021430.1,0,0,57.95124528
AABR07021433.1,0,0,0.476130016
AABR07021465.1,53.56496984,73.7713735,27.6173696
AABR07021465.2,27.17546393,24.80754812,7.100096311
AABR07021492.1,0,75.48715135,0
AABR07021494.1,9.613040891,2.843525329,0
AABR07021508.1,0.153190761,0,0
AABR07021544.1,13.36422007,42.94733555,2861.783016
AABR07021614.1,0,5.077115951,0
AABR07021625.1,0,0,0.698761071
AABR07021635.1,0,0,8.827808083
AABR07021687.1,233.2135492,299.7260835,70.98901644
AABR07021691.2,234.485528,294.5244648,72.35355183
AABR07021704.1,3.665266235,16.77050177,26.99537707
AABR07021717.1,30.64779455,0.306808266,17.23098266
AABR07021734.1,2383.315261,1624.663191,595.5291495
AABR07021759.1,8240.194661,6438.806004,4047.037628
AABR07021762.1,43.22970304,47.30055854,24.26097024
AABR07021823.1,1338.330216,1632.92448,1127.218084
AABR07021823.2,60.56919044,47.87454008,0
AABR07021840.1,333.3946406,195.4439208,394.9259896
AABR07021888.1,53.84842596,89.93905206,20.75718378
AABR07021930.1,3.463715658,5.074832539,5.276015262
AABR07021972.1,40.71959433,0,0
AABR07021996.1,835.7614637,593.4852777,359.8767013
AABR07022022.1,12.56440658,8.045997518,6.35622313
AABR07022023.1,0,0,15.53623961
AABR07022072.2,1.182889434,17.72470497,19.61162946
AABR07022113.1,0.630264946,0,0
AABR07022134.1,3.5068291,0,0
AABR07022162.1,17.39158599,0,0
AABR07022202.1,0,21.97454241,0
AABR07024439.1,47.7896565,23.9777415,10.01239093
AABR07024441.1,10.94432044,1.136767492,1.005313913
AABR07024457.1,52.71650904,16.4290413,4.387614395
AABR07024468.1,9.865571112,18.25855139,230.47213
AABR07024473.1,32.32693556,33.56373896,70.09291683
AABR07024473.2,1.087970358,4.692235405,179.8576313
AABR07024491.1,12.23225823,0,3.68438408
AABR07024498.1,504.030408,761.5961098,581.8518359
AABR07024500.1,7694.753488,5713.621529,6079.663687
AABR07024542.1,7.807023258,105.6741265,0
AABR07024593.2,155.3077036,731.5095401,1099.162762
AABR07024742.1,1715.032035,1262.637424,797.0226065
AABR07024757.1,3.990230832,2.634458368,2.085018504
AABR07024795.1,82.26689353,70.50131547,38.70499137
AABR07024825.1,414.2858359,306.9437533,208.6535965
AABR07024833.1,135.6582512,23.64466115,54.38289515
AABR07024873.1,0,0,1166.534924
AABR07024907.1,8227.898907,5796.778376,3897.563546
AABR07024908.1,10640.51084,7297.398165,4799.416496
AABR07024951.1,0,0,2.847351445
AABR07024972.1,198.4724381,246.1173971,80.75838951
AABR07025023.1,39.06928571,0,0
AABR07025051.3,404.4199617,290.1431599,11449.65775
AABR07025074.1,0,0.986651206,0
AABR07025263.1,23.93979681,37.63241217,20.95934976
AABR07025272.1,4.724082703,0,0
AABR07025284.1,59.81143693,38.85790012,0
AABR07025299.1,5.689035246,4.580045486,4.642867857
AABR07025301.1,127.0326316,136.6282518,69.3583764
AABR07025303.1,18.1777312,13.66374377,9.00143606
AABR07025316.1,2.128518953,0.568868961,1.57884066
AABR07025328.1,106174.3279,111888.1694,79374.7964
AABR07025386.1,0,0,3.933842894
AABR07025387.1,5.844171782,0,0
AABR07025673.1,2.607405026,1.107854505,1.137455994
AABR07025743.1,33.45091283,26.93066241,5.561028029
AABR07025757.1,15.65357899,4.159536914,32.73465437
